# Lane-Emden n=1.5 solution (2D)
# Generated with solve_lane_emden.py
# Points: 883
# xi_1 = 3.000000000000000e+01
# dtheta_1 = -4.009858856718875e-01
# Format: xi  theta  dtheta/dxi
1.206120612061206e+00  6.812883758707579e-01  -4.610079349365446e-01
1.209120912091209e+00  6.799044048937448e-01  -4.615465133436207e-01
1.212121212121212e+00  6.785188234637783e-01  -4.620814629322439e-01
1.215121512151215e+00  6.771316424672899e-01  -4.626127844956486e-01
1.218121812181218e+00  6.757428727882400e-01  -4.631404788778115e-01
1.221122112211221e+00  6.743525253079674e-01  -4.636645469733570e-01
1.224122412241224e+00  6.729606109050394e-01  -4.641849897274607e-01
1.227122712271227e+00  6.715671404551015e-01  -4.647018081357519e-01
1.230123012301230e+00  6.701721248307273e-01  -4.652150032442165e-01
1.233123312331233e+00  6.687755749012705e-01  -4.657245761490975e-01
1.236123612361236e+00  6.673775015327134e-01  -4.662305279967959e-01
1.239123912391239e+00  6.659779155875190e-01  -4.667328599837702e-01
1.242124212421242e+00  6.645768279244820e-01  -4.672315733564352e-01
1.245124512451245e+00  6.631742493985797e-01  -4.677266694110599e-01
1.248124812481248e+00  6.617701908608237e-01  -4.682181494936650e-01
1.251125112511251e+00  6.603646631581115e-01  -4.687060149999188e-01
1.254125412541254e+00  6.589576771330783e-01  -4.691902673750331e-01
1.257125712571257e+00  6.575492436239496e-01  -4.696709081136581e-01
1.260126012601260e+00  6.561393734643932e-01  -4.701479387597762e-01
1.263126312631263e+00  6.547280774833723e-01  -4.706213609065953e-01
1.266126612661266e+00  6.533153665049979e-01  -4.710911761964414e-01
1.269126912691269e+00  6.519012513483823e-01  -4.715573863206503e-01
1.272127212721272e+00  6.504857428274926e-01  -4.720199930194582e-01
1.275127512751275e+00  6.490688517510039e-01  -4.724789980818924e-01
1.278127812781278e+00  6.476505889221542e-01  -4.729344033456606e-01
1.281128112811281e+00  6.462309651385978e-01  -4.733862106970392e-01
1.284128412841284e+00  6.448099911922601e-01  -4.738344220707620e-01
1.287128712871287e+00  6.433876778691926e-01  -4.742790394499067e-01
1.290129012901290e+00  6.419640359494275e-01  -4.747200648657818e-01
1.293129312931293e+00  6.405390762068343e-01  -4.751575003978125e-01
1.296129612961296e+00  6.391128094089736e-01  -4.755913481734254e-01
1.299129912991299e+00  6.376852463169552e-01  -4.760216103679329e-01
1.302130213021302e+00  6.362563976852927e-01  -4.764482892044175e-01
1.305130513051305e+00  6.348262742617613e-01  -4.768713869536136e-01
1.308130813081308e+00  6.333948867872542e-01  -4.772909059337909e-01
1.311131113111311e+00  6.319622459956401e-01  -4.777068485106351e-01
1.314131413141314e+00  6.305283626136206e-01  -4.781192170971294e-01
1.317131713171317e+00  6.290932473605885e-01  -4.785280141534344e-01
1.320132013201320e+00  6.276569109484855e-01  -4.789332421867675e-01
1.323132313231323e+00  6.262193640816621e-01  -4.793349037512823e-01
1.326132613261326e+00  6.247806174567351e-01  -4.797330014479462e-01
1.329132913291329e+00  6.233406817624477e-01  -4.801275379244183e-01
1.332133213321332e+00  6.218995676795291e-01  -4.805185158749261e-01
1.335133513351335e+00  6.204572858805548e-01  -4.809059380401422e-01
1.338133813381338e+00  6.190138470298070e-01  -4.812898072070592e-01
1.341134113411341e+00  6.175692617831349e-01  -4.816701262088653e-01
1.344134413441344e+00  6.161235407878165e-01  -4.820468979248185e-01
1.347134713471347e+00  6.146766946824200e-01  -4.824201252801199e-01
1.350135013501350e+00  6.132287340966657e-01  -4.827898112457877e-01
1.353135313531353e+00  6.117796696512886e-01  -4.831559588385286e-01
1.356135613561356e+00  6.103295119579012e-01  -4.835185711206108e-01
1.359135913591359e+00  6.088782716188561e-01  -4.838776511997345e-01
1.362136213621362e+00  6.074259592271105e-01  -4.842332022289028e-01
1.365136513651365e+00  6.059725853660893e-01  -4.845852274062922e-01
1.368136813681368e+00  6.045181606095505e-01  -4.849337299751215e-01
1.371137113711371e+00  6.030626955214493e-01  -4.852787132235211e-01
1.374137413741374e+00  6.016062006558036e-01  -4.856201804844015e-01
1.377137713771377e+00  6.001486865565600e-01  -4.859581351353210e-01
1.380138013801380e+00  5.986901637574594e-01  -4.862925805983526e-01
1.383138313831383e+00  5.972306427819044e-01  -4.866235203399510e-01
1.386138613861386e+00  5.957701341428259e-01  -4.869509578708192e-01
1.389138913891389e+00  5.943086483425500e-01  -4.872748967457730e-01
1.392139213921392e+00  5.928461958726676e-01  -4.875953405636070e-01
1.395139513951395e+00  5.913827872139013e-01  -4.879122929669587e-01
1.398139813981398e+00  5.899184328359750e-01  -4.882257576421725e-01
1.401140114011401e+00  5.884531431974833e-01  -4.885357383191634e-01
1.404140414041404e+00  5.869869287457614e-01  -4.888422387712796e-01
1.407140714071407e+00  5.855197999167550e-01  -4.891452628151652e-01
1.410141014101410e+00  5.840517671348916e-01  -4.894448143106220e-01
1.413141314131413e+00  5.825828408129521e-01  -4.897408971604711e-01
1.416141614161416e+00  5.811130313519418e-01  -4.900335153104134e-01
1.419141914191419e+00  5.796423491409637e-01  -4.903226727488906e-01
1.422142214221422e+00  5.781708045570904e-01  -4.906083735069447e-01
1.425142514251425e+00  5.766984079652381e-01  -4.908906216580778e-01
1.428142814281428e+00  5.752251697180408e-01  -4.911694213181110e-01
1.431143114311431e+00  5.737511001557241e-01  -4.914447766450425e-01
1.434143414341434e+00  5.722762096059799e-01  -4.917166918389066e-01
1.437143714371437e+00  5.708005083838429e-01  -4.919851711416303e-01
1.440144014401440e+00  5.693240067915657e-01  -4.922502188368911e-01
1.443144314431443e+00  5.678467151184960e-01  -4.925118392499737e-01
1.446144614461446e+00  5.663686436409536e-01  -4.927700367476258e-01
1.449144914491449e+00  5.648898026221074e-01  -4.930248157379143e-01
1.452145214521452e+00  5.634102023118548e-01  -4.932761806700809e-01
1.455145514551455e+00  5.619298529466991e-01  -4.935241360343965e-01
1.458145814581458e+00  5.604487647496306e-01  -4.937686863620162e-01
1.461146114611461e+00  5.589669479300051e-01  -4.940098362248334e-01
1.464146414641464e+00  5.574844126834249e-01  -4.942475902353332e-01
1.467146714671467e+00  5.560011691916199e-01  -4.944819530464464e-01
1.470147014701470e+00  5.545172276223297e-01  -4.947129293514017e-01
1.473147314731473e+00  5.530325981291854e-01  -4.949405238835787e-01
1.476147614761476e+00  5.515472908515925e-01  -4.951647414163600e-01
1.479147914791479e+00  5.500613159146147e-01  -4.953855867629829e-01
1.482148214821482e+00  5.485746834288578e-01  -4.956030647763909e-01
1.485148514851485e+00  5.470874034903545e-01  -4.958171803490845e-01
1.488148814881488e+00  5.455994861804498e-01  -4.960279384129720e-01
1.491149114911491e+00  5.441109415648484e-01  -4.962353439393910e-01
1.494149414941494e+00  5.426217796933583e-01  -4.964394019390246e-01
1.497149714971497e+00  5.411320106020345e-01  -4.966401174612777e-01
1.500150015001500e+00  5.396416443117436e-01  -4.968374955943632e-01
1.503150315031503e+00  5.381506908280163e-01  -4.970315414651593e-01
1.506150615061506e+00  5.366591601409326e-01  -4.972222602390590e-01
1.509150915091509e+00  5.351670622250074e-01  -4.974096571198211e-01
1.512151215121512e+00  5.336744070390773e-01  -4.975937373494190e-01
1.515151515151515e+00  5.321812045261866e-01  -4.977745062078903e-01
1.518151815181518e+00  5.306874646134754e-01  -4.979519690131860e-01
1.521152115211521e+00  5.291931972120658e-01  -4.981261311210188e-01
1.524152415241524e+00  5.276984122169506e-01  -4.982969979247120e-01
1.527152715271527e+00  5.262031195068809e-01  -4.984645748550474e-01
1.530153015301530e+00  5.247073289442556e-01  -4.986288673801131e-01
1.533153315331533e+00  5.232110503750096e-01  -4.987898810051517e-01
1.536153615361536e+00  5.217142936285033e-01  -4.989476212724068e-01
1.539153915391539e+00  5.202170685174128e-01  -4.991020937609710e-01
1.542154215421542e+00  5.187193848376199e-01  -4.992533040866322e-01
1.545154515451545e+00  5.172212523681028e-01  -4.994012579017207e-01
1.548154815481548e+00  5.157226808708271e-01  -4.995459608949555e-01
1.551155115511551e+00  5.142236800906371e-01  -4.996874187912901e-01
1.554155415541554e+00  5.127242597551481e-01  -4.998256373517596e-01
1.557155715571557e+00  5.112244295746381e-01  -4.999606223733254e-01
1.560156015601560e+00  5.097241992419407e-01  -5.000923796887214e-01
1.563156315631563e+00  5.082235784323389e-01  -5.002209151662997e-01
1.566156615661566e+00  5.067225768034573e-01  -5.003462347098754e-01
1.569156915691569e+00  5.052212039951575e-01  -5.004683442585719e-01
1.572157215721572e+00  5.037194696294309e-01  -5.005872497866658e-01
1.575157515751575e+00  5.022173833102954e-01  -5.007029573034322e-01
1.578157815781578e+00  5.007149546236890e-01  -5.008154728529884e-01
1.581158115811581e+00  4.992121931373663e-01  -5.009248025141397e-01
1.584158415841584e+00  4.977091084007945e-01  -5.010309524002227e-01
1.587158715871587e+00  4.962057099450496e-01  -5.011339286589499e-01
1.590159015901590e+00  4.947020072827141e-01  -5.012337374722543e-01
1.593159315931593e+00  4.931980099077738e-01  -5.013303850561333e-01
1.596159615961596e+00  4.916937272955159e-01  -5.014238776604919e-01
1.599159915991599e+00  4.901891689024272e-01  -5.015142215689878e-01
1.602160216021602e+00  4.886843441660930e-01  -5.016014230988746e-01
1.605160516051605e+00  4.871792625050963e-01  -5.016854886008453e-01
1.608160816081608e+00  4.856739333189176e-01  -5.017664244588763e-01
1.611161116111611e+00  4.841683659878346e-01  -5.018442370900711e-01
1.614161416141614e+00  4.826625698728233e-01  -5.019189329445035e-01
1.617161716171617e+00  4.811565543154585e-01  -5.019905185050616e-01
1.620162016201620e+00  4.796503286378156e-01  -5.020590002872906e-01
1.623162316231623e+00  4.781439021423729e-01  -5.021243848392368e-01
1.626162616261626e+00  4.766372841119133e-01  -5.021866787412911e-01
1.629162916291629e+00  4.751304838094276e-01  -5.022458886060319e-01
1.632163216321632e+00  4.736235104780180e-01  -5.023020210780691e-01
1.635163516351635e+00  4.721163733408013e-01  -5.023550828338871e-01
1.638163816381638e+00  4.706090816008142e-01  -5.024050805816882e-01
1.641164116411641e+00  4.691016444409172e-01  -5.024520210612367e-01
1.644164416441644e+00  4.675940710237002e-01  -5.024959110437015e-01
1.647164716471647e+00  4.660863704913882e-01  -5.025367573315004e-01
1.650165016501650e+00  4.645785519657476e-01  -5.025745667581430e-01
1.653165316531653e+00  4.630706245479929e-01  -5.026093461880751e-01
1.656165616561656e+00  4.615625973186936e-01  -5.026411025165212e-01
1.659165916591659e+00  4.600544793376825e-01  -5.026698426693295e-01
1.662166216621662e+00  4.585462796439629e-01  -5.026955736028150e-01
1.665166516651665e+00  4.570380072556184e-01  -5.027183023036037e-01
1.668166816681668e+00  4.555296711697212e-01  -5.027380357884761e-01
1.671167116711671e+00  4.540212803622420e-01  -5.027547811042118e-01
1.674167416741674e+00  4.525128437879605e-01  -5.027685453274336e-01
1.677167716771677e+00  4.510043703803754e-01  -5.027793355644519e-01
1.680168016801680e+00  4.494958690516161e-01  -5.027871589511083e-01
1.683168316831683e+00  4.479873486923542e-01  -5.027920226526214e-01
1.686168616861686e+00  4.464788181717155e-01  -5.027939338634306e-01
1.689168916891689e+00  4.449702863371931e-01  -5.027928998070416e-01
1.692169216921692e+00  4.434617620145599e-01  -5.027889277358703e-01
1.695169516951695e+00  4.419532540077830e-01  -5.027820249310890e-01
1.698169816981698e+00  4.404447710989378e-01  -5.027721987024719e-01
1.701170117011701e+00  4.389363220481222e-01  -5.027594563882392e-01
1.704170417041704e+00  4.374279155933727e-01  -5.027438053549040e-01
1.707170717071707e+00  4.359195604505793e-01  -5.027252529971180e-01
1.710171017101710e+00  4.344112653134025e-01  -5.027038067375168e-01
1.713171317131713e+00  4.329030388531899e-01  -5.026794740265673e-01
1.716171617161716e+00  4.313948897188936e-01  -5.026522623424132e-01
1.719171917191719e+00  4.298868265369880e-01  -5.026221791907224e-01
1.722172217221722e+00  4.283788579113882e-01  -5.025892321045332e-01
1.725172517251725e+00  4.268709924233691e-01  -5.025534286441025e-01
1.728172817281728e+00  4.253632386314851e-01  -5.025147763967520e-01
1.731173117311731e+00  4.238556050714896e-01  -5.024732829767171e-01
1.734173417341734e+00  4.223481002562561e-01  -5.024289560249939e-01
1.737173717371737e+00  4.208407326756992e-01  -5.023818032091877e-01
1.740174017401740e+00  4.193335107966958e-01  -5.023318322233615e-01
1.743174317431743e+00  4.178264430630084e-01  -5.022790507878852e-01
1.746174617461746e+00  4.163195378952068e-01  -5.022234666492835e-01
1.749174917491749e+00  4.148128036905919e-01  -5.021650875800867e-01
1.752175217521752e+00  4.133062488231197e-01  -5.021039213786792e-01
1.755175517551755e+00  4.117998816433253e-01  -5.020399758691499e-01
1.758175817581758e+00  4.102937104782488e-01  -5.019732589011429e-01
1.761176117611761e+00  4.087877436313596e-01  -5.019037783497072e-01
1.764176417641764e+00  4.072819893824836e-01  -5.018315421151488e-01
1.767176717671767e+00  4.057764559877294e-01  -5.017565581228811e-01
1.770177017701770e+00  4.042711516794154e-01  -5.016788343232769e-01
1.773177317731773e+00  4.027660846659986e-01  -5.015983786915206e-01
1.776177617761776e+00  4.012612631320016e-01  -5.015151992274602e-01
1.779177917791779e+00  3.997566952379425e-01  -5.014293039554606e-01
1.782178217821782e+00  3.982523891202645e-01  -5.013407009242564e-01
1.785178517851785e+00  3.967483528912653e-01  -5.012493982068054e-01
1.788178817881788e+00  3.952445946390288e-01  -5.011554039001429e-01
1.791179117911791e+00  3.937411224267885e-01  -5.010587261250198e-01
1.794179417941794e+00  3.922379442922150e-01  -5.009593730256432e-01
1.797179717971797e+00  3.907350682498030e-01  -5.008573527704566e-01
1.800180018001800e+00  3.892325022895833e-01  -5.007526735513942e-01
1.803180318031803e+00  3.877302543769658e-01  -5.006453435837031e-01
1.806180618061806e+00  3.862283324526698e-01  -5.005353711058026e-01
1.809180918091809e+00  3.847267444326557e-01  -5.004227643791443e-01
1.812181218121812e+00  3.832254982080567e-01  -5.003075316880722e-01
1.815181518151815e+00  3.817246016451109e-01  -5.001896813396820e-01
1.818181818181818e+00  3.802240625850938e-01  -5.000692216636830e-01
1.821182118211821e+00  3.787238888442514e-01  -4.999461610122578e-01
1.824182418241824e+00  3.772240882137332e-01  -4.998205077599241e-01
1.827182718271827e+00  3.757246684595260e-01  -4.996922703033960e-01
1.830183018301830e+00  3.742256373223881e-01  -4.995614570614454e-01
1.833183318331833e+00  3.727270025177843e-01  -4.994280764747646e-01
1.836183618361836e+00  3.712287717358195e-01  -4.992921370058286e-01
1.839183918391839e+00  3.697309526411751e-01  -4.991536471387581e-01
1.842184218421842e+00  3.682335528730443e-01  -4.990126153791826e-01
1.845184518451845e+00  3.667365800450677e-01  -4.988690502541040e-01
1.848184818481848e+00  3.652400417452708e-01  -4.987229603117615e-01
1.851185118511851e+00  3.637439455359996e-01  -4.985743541214952e-01
1.854185418541854e+00  3.622482989538585e-01  -4.984232402736119e-01
1.857185718571857e+00  3.607531095096475e-01  -4.982696273792503e-01
1.860186018601860e+00  3.592583846883005e-01  -4.981135240702472e-01
1.863186318631863e+00  3.577641319488233e-01  -4.979549389990042e-01
1.866186618661866e+00  3.562703587242325e-01  -4.977938808383544e-01
1.869186918691869e+00  3.547770724214943e-01  -4.976303582814305e-01
1.872187218721872e+00  3.532842804214643e-01  -4.974643800415332e-01
1.875187518751875e+00  3.517919900788268e-01  -4.972959548519992e-01
1.878187818781878e+00  3.503002087220357e-01  -4.971250914660717e-01
1.881188118811881e+00  3.488089436532542e-01  -4.969517986567697e-01
1.884188418841884e+00  3.473182021482964e-01  -4.967760852167589e-01
1.887188718871887e+00  3.458279914565681e-01  -4.965979599582233e-01
1.890189018901890e+00  3.443383188010085e-01  -4.964174317127369e-01
1.893189318931893e+00  3.428491913780328e-01  -4.962345093311366e-01
1.896189618961896e+00  3.413606163574737e-01  -4.960492016833955e-01
1.899189918991899e+00  3.398726008825245e-01  -4.958615176584971e-01
1.902190219021902e+00  3.383851520696824e-01  -4.956714661643103e-01
1.905190519051905e+00  3.368982770086912e-01  -4.954790561274648e-01
1.908190819081908e+00  3.354119827624864e-01  -4.952842964932276e-01
1.911191119111911e+00  3.339262763671378e-01  -4.950871962253801e-01
1.914191419141914e+00  3.324411648317950e-01  -4.948877643060964e-01
1.917191719171917e+00  3.309566551386319e-01  -4.946860097358218e-01
1.920192019201920e+00  3.294727542427920e-01  -4.944819415331525e-01
1.923192319231923e+00  3.279894690723341e-01  -4.942755687347163e-01
1.926192619261926e+00  3.265068065281776e-01  -4.940669003950536e-01
1.929192919291929e+00  3.250247734840494e-01  -4.938559455865001e-01
1.932193219321932e+00  3.235433767864300e-01  -4.936427133990697e-01
1.935193519351935e+00  3.220626232545010e-01  -4.934272129403389e-01
1.938193819381938e+00  3.205825196800913e-01  -4.932094533353312e-01
1.941194119411941e+00  3.191030728276263e-01  -4.929894437264038e-01
1.944194419441944e+00  3.176242894340742e-01  -4.927671932731341e-01
1.947194719471947e+00  3.161461762088953e-01  -4.925427111522079e-01
1.950195019501950e+00  3.146687398339904e-01  -4.923160065573082e-01
1.953195319531953e+00  3.131919869636494e-01  -4.920870886990052e-01
1.956195619561956e+00  3.117159242245012e-01  -4.918559668046473e-01
1.959195919591959e+00  3.102405582154628e-01  -4.916226501182533e-01
1.962196219621962e+00  3.087658955076893e-01  -4.913871479004054e-01
1.965196519651965e+00  3.072919426445244e-01  -4.911494694281435e-01
1.968196819681968e+00  3.058187061414510e-01  -4.909096239948603e-01
1.971197119711971e+00  3.043461924860420e-01  -4.906676209101981e-01
1.974197419741974e+00  3.028744081379114e-01  -4.904234694999465e-01
1.977197719771977e+00  3.014033595286661e-01  -4.901771791059403e-01
1.980198019801980e+00  2.999330530618578e-01  -4.899287590859607e-01
1.983198319831983e+00  2.984634951129351e-01  -4.896782188136351e-01
1.986198619861986e+00  2.969946920291963e-01  -4.894255676783404e-01
1.989198919891989e+00  2.955266501297417e-01  -4.891708150851062e-01
1.992199219921992e+00  2.940593757054274e-01  -4.889139704545194e-01
1.995199519951995e+00  2.925928750188185e-01  -4.886550432226304e-01
1.998199819981998e+00  2.911271543041425e-01  -4.883940428408604e-01
2.001200120012001e+00  2.896622197672446e-01  -4.881309787759100e-01
2.004200420042004e+00  2.881980775855405e-01  -4.878658605096691e-01
2.007200720072007e+00  2.867347339079729e-01  -4.875986975391280e-01
2.010201020102010e+00  2.852721948549645e-01  -4.873294993762902e-01
2.013201320132013e+00  2.838104665183755e-01  -4.870582755480862e-01
2.016201620162016e+00  2.823495549614574e-01  -4.867850355962884e-01
2.019201920192019e+00  2.808894662188104e-01  -4.865097890774286e-01
2.022202220222022e+00  2.794302062963390e-01  -4.862325455627154e-01
2.025202520252025e+00  2.779717811712080e-01  -4.859533146379538e-01
2.028202820282028e+00  2.765141967918008e-01  -4.856721059034667e-01
2.031203120312031e+00  2.750574590776748e-01  -4.853889289740163e-01
2.034203420342034e+00  2.736015739195204e-01  -4.851037934787289e-01
2.037203720372037e+00  2.721465471791184e-01  -4.848167090610200e-01
2.040204020402040e+00  2.706923846892968e-01  -4.845276853785208e-01
2.043204320432043e+00  2.692390922538911e-01  -4.842367321030069e-01
2.046204620462046e+00  2.677866756477013e-01  -4.839438589203285e-01
2.049204920492049e+00  2.663351406164516e-01  -4.836490755303413e-01
2.052205220522052e+00  2.648844928767500e-01  -4.833523916468400e-01
2.055205520552055e+00  2.634347381160463e-01  -4.830538169974925e-01
2.058205820582058e+00  2.619858819925939e-01  -4.827533613237769e-01
2.061206120612061e+00  2.605379301354079e-01  -4.824510343809187e-01
2.064206420642064e+00  2.590908881442271e-01  -4.821468459378306e-01
2.067206720672067e+00  2.576447615894737e-01  -4.818408057770536e-01
2.070207020702070e+00  2.561995560122140e-01  -4.815329236946997e-01
2.073207320732073e+00  2.547552769241207e-01  -4.812232095003971e-01
2.076207620762076e+00  2.533119298074331e-01  -4.809116730172355e-01
2.079207920792079e+00  2.518695201149197e-01  -4.805983240817147e-01
2.082208220822082e+00  2.504280532698404e-01  -4.802831725436943e-01
2.085208520852085e+00  2.489875346659072e-01  -4.799662282663446e-01
2.088208820882088e+00  2.475479696672493e-01  -4.796475011261007e-01
2.091209120912091e+00  2.461093636083732e-01  -4.793270010126167e-01
2.094209420942094e+00  2.446717217941283e-01  -4.790047378287232e-01
2.097209720972097e+00  2.432350494996688e-01  -4.786807214903855e-01
2.100210021002100e+00  2.417993519700842e-01  -4.783549619262858e-01
2.103210321032103e+00  2.403646344195862e-01  -4.780274690771347e-01
2.106210621062106e+00  2.389309020335458e-01  -4.776982528980314e-01
2.109210921092109e+00  2.374981599675612e-01  -4.773673233571286e-01
2.112211221122112e+00  2.360664133472952e-01  -4.770346904354614e-01
2.115211521152115e+00  2.346356672684365e-01  -4.767003641269330e-01
2.118211821182118e+00  2.332059267966636e-01  -4.763643544383021e-01
2.121212121212121e+00  2.317771969676052e-01  -4.760266713891704e-01
2.124212421242124e+00  2.303494827868044e-01  -4.756873250119722e-01
2.127212721272127e+00  2.289227892296798e-01  -4.753463253519647e-01
2.130213021302130e+00  2.274971212414880e-01  -4.750036824672198e-01
2.133213321332133e+00  2.260724837372863e-01  -4.746594064286179e-01
2.136213621362136e+00  2.246488816018943e-01  -4.743135073198430e-01
2.139213921392139e+00  2.232263196898570e-01  -4.739659952373791e-01
2.142214221422142e+00  2.218048028254068e-01  -4.736168802905101e-01
2.145214521452145e+00  2.203843358024246e-01  -4.732661726013193e-01
2.148214821482148e+00  2.189649233844037e-01  -4.729138823046932e-01
2.151215121512151e+00  2.175465703044100e-01  -4.725600195483259e-01
2.154215421542154e+00  2.161292812650457e-01  -4.722045944927272e-01
2.157215721572157e+00  2.147130609384103e-01  -4.718476173112319e-01
2.160216021602160e+00  2.132979139660617e-01  -4.714890981900126e-01
2.163216321632163e+00  2.118838449589797e-01  -4.711290473280941e-01
2.166216621662166e+00  2.104708584975260e-01  -4.707674749373720e-01
2.169216921692169e+00  2.090589591314067e-01  -4.704043912426327e-01
2.172217221722172e+00  2.076481513796334e-01  -4.700398064815777e-01
2.175217521752175e+00  2.062384397304838e-01  -4.696737309048495e-01
2.178217821782178e+00  2.048298286414641e-01  -4.693061747760626e-01
2.181218121812181e+00  2.034223225392686e-01  -4.689371483718359e-01
2.184218421842184e+00  2.020159258197418e-01  -4.685666619818299e-01
2.187218721872187e+00  2.006106428478382e-01  -4.681947259087873e-01
2.190219021902190e+00  1.992064779575830e-01  -4.678213504685757e-01
2.193219321932193e+00  1.978034354520325e-01  -4.674465459902368e-01
2.196219621962196e+00  1.964015196032341e-01  -4.670703228160369e-01
2.199219921992199e+00  1.950007346521864e-01  -4.666926913015229e-01
2.202220222022202e+00  1.936010848087991e-01  -4.663136618155819e-01
2.205220522052205e+00  1.922025742518517e-01  -4.659332447405049e-01
2.208220822082208e+00  1.908052071289540e-01  -4.655514504720553e-01
2.211221122112211e+00  1.894089875565040e-01  -4.651682894195411e-01
2.214221422142214e+00  1.880139196196476e-01  -4.647837720058927e-01
2.217221722172217e+00  1.866200073722370e-01  -4.643979086677437e-01
2.220222022202220e+00  1.852272548367886e-01  -4.640107098555186e-01
2.223222322232223e+00  1.838356660044418e-01  -4.636221860335236e-01
2.226222622262226e+00  1.824452448349159e-01  -4.632323476800429e-01
2.229222922292229e+00  1.810559952564686e-01  -4.628412052874409e-01
2.232223222322232e+00  1.796679211658533e-01  -4.624487693622685e-01
2.235223522352235e+00  1.782810264282743e-01  -4.620550504253751e-01
2.238223822382238e+00  1.768953148773461e-01  -4.616600590120264e-01
2.241224122412241e+00  1.755107903150475e-01  -4.612638056720272e-01
2.244224422442244e+00  1.741274565116791e-01  -4.608663009698504e-01
2.247224722472247e+00  1.727453172058186e-01  -4.604675554847710e-01
2.250225022502250e+00  1.713643761042752e-01  -4.600675798110070e-01
2.253225322532253e+00  1.699846368820466e-01  -4.596663845578655e-01
2.256225622562256e+00  1.686061031822717e-01  -4.592639803498946e-01
2.259225922592259e+00  1.672287786161863e-01  -4.588603778270433e-01
2.262226222622262e+00  1.658526667630767e-01  -4.584555876448251e-01
2.265226522652265e+00  1.644777711702324e-01  -4.580496204744903e-01
2.268226822682268e+00  1.631040953529011e-01  -4.576424870032036e-01
2.271227122712271e+00  1.617316427942395e-01  -4.572341979342286e-01
2.274227422742274e+00  1.603604169452673e-01  -4.568247639871196e-01
2.277227722772277e+00  1.589904212248187e-01  -4.564141958979194e-01
2.280228022802280e+00  1.576216590194933e-01  -4.560025044193644e-01
2.283228322832283e+00  1.562541336836085e-01  -4.555897003210977e-01
2.286228622862286e+00  1.548878485391489e-01  -4.551757943898876e-01
2.289228922892289e+00  1.535228068757178e-01  -4.547607974298555e-01
2.292229222922292e+00  1.521590119504867e-01  -4.543447202627094e-01
2.295229522952295e+00  1.507964669881438e-01  -4.539275737279859e-01
2.298229822982298e+00  1.494351751808443e-01  -4.535093686833001e-01
2.301230123012301e+00  1.480751396881576e-01  -4.530901160046023e-01
2.304230423042304e+00  1.467163636370165e-01  -4.526698265864433e-01
2.307230723072307e+00  1.453588501216634e-01  -4.522485113422480e-01
2.310231023102310e+00  1.440026022035982e-01  -4.518261812045958e-01
2.313231323132313e+00  1.426476229115249e-01  -4.514028471255108e-01
2.316231623162316e+00  1.412939152412960e-01  -4.509785200767587e-01
2.319231923192319e+00  1.399414821558604e-01  -4.505532110501540e-01
2.322232223222322e+00  1.385903265852058e-01  -4.501269310578738e-01
2.325232523252325e+00  1.372404514257544e-01  -4.496996911328361e-01
2.328232823282328e+00  1.358918595404284e-01  -4.492715023296028e-01
2.331233123312331e+00  1.345445537595787e-01  -4.488423757243825e-01
2.334233423342334e+00  1.331985368802796e-01  -4.484123224151303e-01
2.337233723372337e+00  1.318538116662601e-01  -4.479813535219909e-01
2.340234023402340e+00  1.305103808478411e-01  -4.475494801877463e-01
2.343234323432343e+00  1.291682471218696e-01  -4.471167135782722e-01
2.346234623462346e+00  1.278274131516496e-01  -4.466830648829991e-01
2.349234923492349e+00  1.264878815668756e-01  -4.462485453153854e-01
2.352235223522352e+00  1.251496549635595e-01  -4.458131661133977e-01
2.355235523552355e+00  1.238127359039594e-01  -4.453769385400045e-01
2.358235823582358e+00  1.224771269165051e-01  -4.449398738836816e-01
2.361236123612361e+00  1.211428304957210e-01  -4.445019834589307e-01
2.364236423642364e+00  1.198098491021491e-01  -4.440632786068143e-01
2.367236723672367e+00  1.184781851622681e-01  -4.436237706955058e-01
2.370237023702370e+00  1.171478410684120e-01  -4.431834711208571e-01
2.373237323732373e+00  1.158188191786863e-01  -4.427423913069857e-01
2.376237623762376e+00  1.144911218168806e-01  -4.423005427068804e-01
2.379237923792379e+00  1.131647512723826e-01  -4.418579368030293e-01
2.382238223822382e+00  1.118397098000857e-01  -4.414145851080694e-01
2.385238523852385e+00  1.105159996202985e-01  -4.409704991654604e-01
2.388238823882388e+00  1.091936229186491e-01  -4.405256905501825e-01
2.391239123912391e+00  1.078725818459882e-01  -4.400801708694609e-01
2.394239423942394e+00  1.065528785182909e-01  -4.396339517635175e-01
2.397239723972397e+00  1.052345150165540e-01  -4.391870449063505e-01
2.400240024002400e+00  1.039174933866937e-01  -4.387394620065445e-01
2.403240324032403e+00  1.026018156394383e-01  -4.382912148081110e-01
2.406240624062406e+00  1.012874837502198e-01  -4.378423150913611e-01
2.409240924092409e+00  9.997449965906316e-02  -4.373927746738123e-01
2.412241224122412e+00  9.866286527047217e-02  -4.369426054111286e-01
2.415241524152415e+00  9.735258245331396e-02  -4.364918191980975e-01
2.418241824182418e+00  9.604365304069988e-02  -4.360404279696442e-01
2.421242124212421e+00  9.473607882986354e-02  -4.355884437018829e-01
2.424242424242424e+00  9.342986158203806e-02  -4.351358784132090e-01
2.427242724272427e+00  9.212500302232779e-02  -4.346827441654310e-01
