# P_1e20: Column 1 = n_H [cm^-3], Column 2 = P
1.000000e+06 7.393541e+08
7.848441e+05 5.647848e+08
6.043861e+05 4.385334e+08
4.743488e+05 3.518037e+08
3.652826e+05 2.915924e+08
2.866899e+05 2.456638e+08
2.207717e+05 2.036184e+08
1.732714e+05 1.633484e+08
1.334314e+05 1.268336e+08
1.047228e+05 9.688688e+07
8.064405e+04 7.105144e+07
6.329301e+04 5.427545e+07
4.874015e+04 4.012878e+07
3.825341e+04 3.040479e+07
2.945787e+04 2.303711e+07
2.311983e+04 1.803400e+07
1.780393e+04 1.366401e+07
1.397331e+04 1.069652e+07
1.076045e+04 8.305427e+06
8.445272e+03 6.344429e+06
6.503464e+03 4.807050e+06
5.104205e+03 3.642207e+06
3.930603e+03 2.759629e+06
3.084910e+03 2.108052e+06
2.375602e+03 1.597229e+06
1.864477e+03 1.210189e+06
1.435781e+03 9.169368e+05
1.126864e+03 7.004384e+05
8.677659e+02 5.307085e+05
6.810609e+02 4.120744e+05
5.244657e+02 3.225817e+05
4.116238e+02 2.525247e+05
3.169798e+02 2.025824e+05
2.487797e+02 1.572973e+05
1.906702e+02 1.261883e+05
1.503590e+02 1.045911e+05
1.152384e+02 8.598570e+04
9.087488e+01 7.126923e+04
6.964852e+01 6.203619e+04
5.492352e+01 5.399930e+04
4.209460e+01 4.816868e+04
3.303769e+01 4.439351e+04
2.544139e+01 4.192835e+04
1.996752e+01 4.192835e+04
1.537642e+01 4.439351e+04
1.206809e+01 4.976716e+04
9.293296e+00 6.004364e+04
7.293788e+00 7.303578e+04
5.616739e+00 9.104119e+04
4.325291e+00 1.071836e+05
3.394679e+00 1.201578e+05
2.614146e+00 1.201578e+05
2.051697e+00 1.071836e+05
1.579953e+00 8.883914e+04
1.240017e+00 6.731167e+04
9.549019e-01 4.976716e+04
7.494491e-01 3.679555e+04
5.771294e-01 2.633114e+04
4.529566e-01 1.946803e+04
3.488090e-01 1.393145e+04
2.737607e-01 1.005114e+04
2.108153e-01 7.192662e+03
1.654571e-01 5.317924e+03
1.274138e-01 3.836728e+03
1.000000e-01 2.745588e+03
