# Lane-Emden n=1.5 solution (3D)
# Generated with solve_lane_emden.py
# Points: 1218
# xi_1 = 3.000000000000000e+01
# dtheta_1 = -2.035673450691322e-01
# Format: xi  theta  dtheta/dxi
2.010201020102010e-01  9.932855185348128e-01  -6.660191306815906e-02
2.040204020402040e-01  9.930842199113844e-01  -6.758365917777649e-02
2.070207020702070e-01  9.928799765701324e-01  -6.856486065889229e-02
2.100210021002100e-01  9.926727901568697e-01  -6.954550969201655e-02
2.130213021302130e-01  9.924626623408067e-01  -7.052559846536656e-02
2.160216021602160e-01  9.922495948146017e-01  -7.150511917573109e-02
2.190219021902190e-01  9.920335892943072e-01  -7.248406402832824e-02
2.220222022202220e-01  9.918146475193464e-01  -7.346242523692975e-02
2.250225022502250e-01  9.915927712524922e-01  -7.444019502401059e-02
2.280228022802280e-01  9.913679622798426e-01  -7.541736562088008e-02
2.310231023102310e-01  9.911402224107945e-01  -7.639392926779816e-02
2.340234023402340e-01  9.909095534780162e-01  -7.736987821408038e-02
2.370237023702370e-01  9.906759573374178e-01  -7.834520471819616e-02
2.400240024002400e-01  9.904394358681206e-01  -7.931990104786336e-02
2.430243024302430e-01  9.901999909724282e-01  -8.029395948014353e-02
2.460246024602460e-01  9.899576245757952e-01  -8.126737230154155e-02
2.490249024902490e-01  9.897123386267986e-01  -8.224013180811318e-02
2.520252025202520e-01  9.894641350971102e-01  -8.321223030558507e-02
2.550255025502550e-01  9.892130159814692e-01  -8.418366010949017e-02
2.580258025802580e-01  9.889589832976592e-01  -8.515441354532317e-02
2.610261026102610e-01  9.887020390864866e-01  -8.612448294871919e-02
2.640264026402640e-01  9.884421854117621e-01  -8.709386066566013e-02
2.670267026702670e-01  9.881794243602747e-01  -8.806253905261820e-02
2.700270027002700e-01  9.879137580416457e-01  -8.903051047578737e-02
2.730273027302730e-01  9.876451885884133e-01  -8.999776731205103e-02
2.760276027602760e-01  9.873737181559787e-01  -9.096430194896341e-02
2.790279027902790e-01  9.870993489225588e-01  -9.193010678474180e-02
2.820282028202820e-01  9.868220830891594e-01  -9.289517422840846e-02
2.850285028502850e-01  9.865419228795460e-01  -9.385949669992193e-02
2.880288028802880e-01  9.862588705402131e-01  -9.482306663029927e-02
2.910291029102910e-01  9.859729283403516e-01  -9.578587646173053e-02
2.940294029402940e-01  9.856840985718150e-01  -9.674791864768673e-02
2.970297029702970e-01  9.853923835490849e-01  -9.770918565302303e-02
3.000300030003000e-01  9.850977856092347e-01  -9.866966995407835e-02
3.030303030303030e-01  9.848003071118935e-01  -9.962936403877275e-02
3.060306030603060e-01  9.844999504392097e-01  -1.005882604067042e-01
3.090309030903090e-01  9.841967179958132e-01  -1.015463515692460e-01
3.120312031203120e-01  9.838906122087795e-01  -1.025036300496461e-01
3.150315031503150e-01  9.835816355275924e-01  -1.034600883831302e-01
3.180318031803180e-01  9.832697904241084e-01  -1.044157191170096e-01
3.210321032103210e-01  9.829550793925212e-01  -1.053705148107953e-01
3.240324032403240e-01  9.826375049493278e-01  -1.063244680363199e-01
3.270327032703270e-01  9.823170696332948e-01  -1.072775713778683e-01
3.300330033003300e-01  9.819937760054279e-01  -1.082298174323197e-01
3.330333033303330e-01  9.816676266489410e-01  -1.091811988093007e-01
3.360336033603360e-01  9.813386241692291e-01  -1.101317081313521e-01
3.390339033903390e-01  9.810067711938423e-01  -1.110813380341100e-01
3.420342034203420e-01  9.806720703723368e-01  -1.120300811657648e-01
3.450345034503450e-01  9.803345243762437e-01  -1.129779301871714e-01
3.480348034803480e-01  9.799941358991705e-01  -1.139248777728117e-01
3.510351035103510e-01  9.796509076566712e-01  -1.148709166103831e-01
3.540354035403540e-01  9.793048423862107e-01  -1.158160394009261e-01
3.570357035703570e-01  9.789559428471299e-01  -1.167602388589472e-01
3.600360036003600e-01  9.786042118206074e-01  -1.177035077125363e-01
3.630363036303630e-01  9.782496521096206e-01  -1.186458387034794e-01
3.660366036603660e-01  9.778922665389066e-01  -1.195872245873674e-01
3.690369036903690e-01  9.775320579549207e-01  -1.205276581337002e-01
3.720372037203720e-01  9.771690292257947e-01  -1.214671321259886e-01
3.750375037503750e-01  9.768031832412947e-01  -1.224056393618532e-01
3.780378037803780e-01  9.764345229127768e-01  -1.233431726531210e-01
3.810381038103810e-01  9.760630511731443e-01  -1.242797248259207e-01
3.840384038403840e-01  9.756887709768024e-01  -1.252152887207761e-01
3.870387038703870e-01  9.753116852996141e-01  -1.261498571926994e-01
3.900390039003900e-01  9.749317971388548e-01  -1.270834231112850e-01
3.930393039303930e-01  9.745491095131674e-01  -1.280159793608019e-01
3.960396039603960e-01  9.741636254625168e-01  -1.289475188402892e-01
3.990399039903990e-01  9.737753480481450e-01  -1.298780344636510e-01
4.020402040204020e-01  9.733842803525262e-01  -1.308075191597545e-01
4.050405040504050e-01  9.729904254793222e-01  -1.317359658725303e-01
4.080408040804080e-01  9.725937865533381e-01  -1.326633675610753e-01
4.110411041104110e-01  9.721943667204783e-01  -1.335897171997593e-01
4.140414041404140e-01  9.717921691477044e-01  -1.345150077783356e-01
4.170417041704170e-01  9.713871970229918e-01  -1.354392323020559e-01
4.200420042004200e-01  9.709794535552889e-01  -1.363623837917902e-01
4.230423042304230e-01  9.705689419744764e-01  -1.372844552841529e-01
4.260426042604260e-01  9.701556655313279e-01  -1.382054398316334e-01
4.290429042904290e-01  9.697396274974718e-01  -1.391253305027352e-01
4.320432043204320e-01  9.693208311653535e-01  -1.400441203821179e-01
4.350435043504350e-01  9.688992798479862e-01  -1.409618025697752e-01
4.380438043804380e-01  9.684749768790195e-01  -1.418783701816214e-01
4.410441044104410e-01  9.680479256128451e-01  -1.427938163503165e-01
4.440444044404440e-01  9.676181294244202e-01  -1.437081342247965e-01
4.470447044704470e-01  9.671855917092227e-01  -1.446213169703822e-01
4.500450045004500e-01  9.667503158832060e-01  -1.455333577688853e-01
4.530453045304530e-01  9.663123053827520e-01  -1.464442498187112e-01
4.560456045604560e-01  9.658715636646236e-01  -1.473539863349599e-01
4.590459045904590e-01  9.654280942059161e-01  -1.482625605495237e-01
4.620462046204620e-01  9.649819005040084e-01  -1.491699657111829e-01
4.650465046504650e-01  9.645329860765128e-01  -1.500761950856997e-01
4.680468046804680e-01  9.640813544612242e-01  -1.509812419559102e-01
4.710471047104710e-01  9.636270092160694e-01  -1.518850996218138e-01
4.740474047404740e-01  9.631699539190544e-01  -1.527877614006626e-01
4.770477047704770e-01  9.627101921682127e-01  -1.536892206270478e-01
4.800480048004800e-01  9.622477275815524e-01  -1.545894706529866e-01
4.830483048304830e-01  9.617825637970026e-01  -1.554885048480065e-01
4.860486048604860e-01  9.613147044723593e-01  -1.563863165992304e-01
4.890489048904890e-01  9.608441532852330e-01  -1.572828993114598e-01
4.920492049204920e-01  9.603709139329927e-01  -1.581782464072583e-01
4.950495049504950e-01  9.598949901327123e-01  -1.590723513270347e-01
4.980498049804980e-01  9.594163856211161e-01  -1.599652075291261e-01
5.010501050105011e-01  9.589351041545235e-01  -1.608568084898809e-01
5.040504050405040e-01  9.584511495087948e-01  -1.617471477037425e-01
5.070507050705070e-01  9.579645254792762e-01  -1.626362186833334e-01
5.100510051005100e-01  9.574752358807448e-01  -1.635240149595397e-01
5.130513051305130e-01  9.569832845473543e-01  -1.644105300815967e-01
5.160516051605161e-01  9.564886753325804e-01  -1.652957576171760e-01
5.190519051905190e-01  9.559914121091669e-01  -1.661796911524728e-01
5.220522052205220e-01  9.554914987690710e-01  -1.670623242922958e-01
5.250525052505250e-01  9.549889392234102e-01  -1.679436506601578e-01
5.280528052805280e-01  9.544837374024089e-01  -1.688236638983689e-01
5.310531053105311e-01  9.539758972553452e-01  -1.697023576681309e-01
5.340534053405340e-01  9.534654227504986e-01  -1.705797256496343e-01
5.370537053705370e-01  9.529523178750988e-01  -1.714557615421579e-01
5.400540054005400e-01  9.524365866352733e-01  -1.723304590641702e-01
5.430543054305430e-01  9.519182330559974e-01  -1.732038119534347e-01
5.460546054605461e-01  9.513972611810442e-01  -1.740758139671165e-01
5.490549054905490e-01  9.508736750729350e-01  -1.749464588818938e-01
5.520552055205520e-01  9.503474788126122e-01  -1.758157404930986e-01
5.550555055505551e-01  9.498186764995036e-01  -1.766836526151824e-01
5.580558055805580e-01  9.492872722517766e-01  -1.775501890829105e-01
5.610561056105611e-01  9.487532702060513e-01  -1.784153437506656e-01
5.640564056405640e-01  9.482166745173453e-01  -1.792791104925349e-01
5.670567056705670e-01  9.476774893590170e-01  -1.801414832023958e-01
5.700570057005701e-01  9.471357189227091e-01  -1.810024557939998e-01
5.730573057305730e-01  9.465913674182913e-01  -1.818620222010549e-01
5.760576057605760e-01  9.460444390738024e-01  -1.827201763773071e-01
5.790579057905790e-01  9.454949381353910e-01  -1.835769122966192e-01
5.820582058205820e-01  9.449428688672570e-01  -1.844322239530496e-01
5.850585058505851e-01  9.443882355515917e-01  -1.852861053609288e-01
5.880588058805880e-01  9.438310424885173e-01  -1.861385505549353e-01
5.910591059105910e-01  9.432712939960269e-01  -1.869895535901699e-01
5.940594059405940e-01  9.427089944099226e-01  -1.878391085422295e-01
5.970597059705970e-01  9.421441480837541e-01  -1.886872095072788e-01
6.000600060006001e-01  9.415767593887571e-01  -1.895338506021226e-01
6.030603060306030e-01  9.410068327137906e-01  -1.903790259642754e-01
6.060606060606060e-01  9.404343724652742e-01  -1.912227297520319e-01
6.090609060906090e-01  9.398593830671252e-01  -1.920649561445355e-01
6.120612061206120e-01  9.392818689606953e-01  -1.929056993418464e-01
6.150615061506151e-01  9.387018346047067e-01  -1.937449535650095e-01
6.180618061806180e-01  9.381192844751884e-01  -1.945827130561215e-01
6.210621062106210e-01  9.375342230654125e-01  -1.954189720783971e-01
6.240624062406240e-01  9.369466548858292e-01  -1.962537249162353e-01
6.270627062706270e-01  9.363565844640028e-01  -1.970869658752850e-01
6.300630063006301e-01  9.357640163445474e-01  -1.979186892825109e-01
6.330633063306330e-01  9.351689550890615e-01  -1.987488894862578e-01
6.360636063606360e-01  9.345714052760634e-01  -1.995775608563166e-01
6.390639063906390e-01  9.339713715009269e-01  -2.004046977839888e-01
6.420642064206420e-01  9.333688583758158e-01  -2.012302946821509e-01
6.450645064506451e-01  9.327638705296191e-01  -2.020543459853205e-01
6.480648064806480e-01  9.321564126078860e-01  -2.028768461497201e-01
6.510651065106510e-01  9.315464892727615e-01  -2.036977896533432e-01
6.540654065406540e-01  9.309341052029211e-01  -2.045171709960192e-01
6.570657065706570e-01  9.303192650935062e-01  -2.053349846994791e-01
6.600660066006601e-01  9.297019736560596e-01  -2.061512253074221e-01
6.630663066306630e-01  9.290822356184610e-01  -2.069658873855815e-01
6.660666066606660e-01  9.284600557248628e-01  -2.077789655217919e-01
6.690669066906690e-01  9.278354387356256e-01  -2.085904543260570e-01
6.720672067206720e-01  9.272083894272546e-01  -2.094003484306173e-01
6.750675067506751e-01  9.265789125923364e-01  -2.102086424900195e-01
6.780678067806780e-01  9.259470130394746e-01  -2.110153311811858e-01
6.810681068106810e-01  9.253126955932278e-01  -2.118204092034844e-01
6.840684068406840e-01  9.246759650940460e-01  -2.126238712788011e-01
6.870687068706870e-01  9.240368263982088e-01  -2.134257121516111e-01
6.900690069006901e-01  9.233952843777631e-01  -2.142259265890531e-01
6.930693069306930e-01  9.227513439204613e-01  -2.150245093810028e-01
6.960696069606960e-01  9.221050099297006e-01  -2.158214553401495e-01
6.990699069906990e-01  9.214562873242738e-01  -2.166167593015799e-01
7.020702070207020e-01  9.208051810379722e-01  -2.174104161219383e-01
7.050705070507051e-01  9.201516960204156e-01  -2.182024206818399e-01
7.080708070807080e-01  9.194958372365716e-01  -2.189927678848784e-01
7.110711071107110e-01  9.188376096666492e-01  -2.197814526575834e-01
7.140714071407140e-01  9.181770183060327e-01  -2.205684699494801e-01
7.170717071707170e-01  9.175140681652152e-01  -2.213538147331482e-01
7.200720072007201e-01  9.168487642697317e-01  -2.221374820042802e-01
7.230723072307230e-01  9.161811116600913e-01  -2.229194667817382e-01
7.260726072607260e-01  9.155111153917102e-01  -2.236997641076096e-01
7.290729072907290e-01  9.148387805348420e-01  -2.244783690472623e-01
7.320732073207320e-01  9.141641121745111e-01  -2.252552766893986e-01
7.350735073507351e-01  9.134871154104420e-01  -2.260304821461083e-01
7.380738073807380e-01  9.128077953569910e-01  -2.268039805529208e-01
7.410741074107410e-01  9.121261571430760e-01  -2.275757670688565e-01
7.440744074407440e-01  9.114422059121069e-01  -2.283458368764772e-01
7.470747074707470e-01  9.107559468219151e-01  -2.291141851819355e-01
7.500750075007501e-01  9.100673850446830e-01  -2.298808072150240e-01
7.530753075307530e-01  9.093765257668732e-01  -2.306456982292229e-01
7.560756075607560e-01  9.086833741891572e-01  -2.314088535017476e-01
7.590759075907590e-01  9.079879355263440e-01  -2.321702683335951e-01
7.620762076207620e-01  9.072902150073089e-01  -2.329299380495896e-01
7.650765076507651e-01  9.065902178749208e-01  -2.336878579984281e-01
7.680768076807680e-01  9.058879493859709e-01  -2.344440235527244e-01
7.710771077107710e-01  9.051834148111000e-01  -2.351984301090532e-01
7.740774077407740e-01  9.044766194347260e-01  -2.359510730879935e-01
7.770777077707770e-01  9.037675685549718e-01  -2.367019479341705e-01
7.800780078007801e-01  9.030562674835914e-01  -2.374510501162987e-01
7.830783078307830e-01  9.023427215458980e-01  -2.381983751272226e-01
7.860786078607860e-01  9.016269360806904e-01  -2.389439184839582e-01
7.890789078907890e-01  9.009089164401799e-01  -2.396876757277331e-01
7.920792079207920e-01  9.001886679899167e-01  -2.404296424240271e-01
7.950795079507951e-01  8.994661961087167e-01  -2.411698141626114e-01
7.980798079807980e-01  8.987415061885881e-01  -2.419081865575878e-01
8.010801080108010e-01  8.980146036346575e-01  -2.426447552474278e-01
8.040804080408041e-01  8.972854938650965e-01  -2.433795158950108e-01
8.070807080708070e-01  8.965541823110481e-01  -2.441124641876620e-01
8.100810081008101e-01  8.958206744165526e-01  -2.448435958371908e-01
8.130813081308130e-01  8.950849756384740e-01  -2.455729065799275e-01
8.160816081608160e-01  8.943470914464269e-01  -2.463003921767610e-01
8.190819081908191e-01  8.936070273227017e-01  -2.470260484131756e-01
8.220822082208220e-01  8.928647887621918e-01  -2.477498710992876e-01
8.250825082508251e-01  8.921203812723196e-01  -2.484718560698820e-01
8.280828082808280e-01  8.913738103729628e-01  -2.491919991844486e-01
8.310831083108310e-01  8.906250815963813e-01  -2.499102963272184e-01
8.340834083408341e-01  8.898742004871431e-01  -2.506267434071996e-01
8.370837083708370e-01  8.891211726020514e-01  -2.513413363582134e-01
8.400840084008401e-01  8.883660035100714e-01  -2.520540711389302e-01
8.430843084308430e-01  8.876086987922570e-01  -2.527649437329049e-01
8.460846084608460e-01  8.868492640416777e-01  -2.534739501486132e-01
8.490849084908491e-01  8.860877048633459e-01  -2.541810864194870e-01
8.520852085208520e-01  8.853240268741442e-01  -2.548863486039504e-01
8.550855085508551e-01  8.845582357027528e-01  -2.555897327854554e-01
8.580858085808580e-01  8.837903369895774e-01  -2.562912350725178e-01
8.610861086108610e-01  8.830203363866769e-01  -2.569908515987533e-01
8.640864086408641e-01  8.822482395576910e-01  -2.576885785229136e-01
8.670867086708670e-01  8.814740521777699e-01  -2.583844120289223e-01
8.700870087008701e-01  8.806977799335011e-01  -2.590783483259115e-01
8.730873087308730e-01  8.799194285228396e-01  -2.597703836482587e-01
8.760876087608760e-01  8.791390036550363e-01  -2.604605142556229e-01
8.790879087908791e-01  8.783565110505674e-01  -2.611487364329824e-01
8.820882088208820e-01  8.775719564410646e-01  -2.618350464906712e-01
8.850885088508851e-01  8.767853455692437e-01  -2.625194407644171e-01
8.880888088808880e-01  8.759966841881132e-01  -2.632019156139919e-01
8.910891089108910e-01  8.752059780614642e-01  -2.638824674242690e-01
8.940894089408941e-01  8.744132329644655e-01  -2.645610926065671e-01
8.970897089708970e-01  8.736184546829943e-01  -2.652377875975606e-01
9.000900090009001e-01  8.728216490135621e-01  -2.659125488593073e-01
9.030903090309030e-01  8.720228217632416e-01  -2.665853728792751e-01
9.060906090609060e-01  8.712219787495930e-01  -2.672562561703685e-01
9.090909090909091e-01  8.704191258005889e-01  -2.679251952709532e-01
9.120912091209120e-01  8.696142687545412e-01  -2.685921867448811e-01
9.150915091509151e-01  8.688074134600253e-01  -2.692572271815134e-01
9.180918091809180e-01  8.679985657758065e-01  -2.699203131957442e-01
9.210921092109210e-01  8.671877315707635e-01  -2.705814414280220e-01
9.240924092409241e-01  8.663749167238143e-01  -2.712406085443717e-01
9.270927092709270e-01  8.655601271238400e-01  -2.718978112364148e-01
9.300930093009301e-01  8.647433686696092e-01  -2.725530462213898e-01
9.330933093309330e-01  8.639246472697024e-01  -2.732063102421713e-01
9.360936093609360e-01  8.631039688424355e-01  -2.738576000672885e-01
9.390939093909391e-01  8.622813393157834e-01  -2.745069124909431e-01
9.420942094209420e-01  8.614567646273043e-01  -2.751542443330264e-01
9.450945094509451e-01  8.606302507240619e-01  -2.757995924391363e-01
9.480948094809480e-01  8.598018035625499e-01  -2.764429536805923e-01
9.510951095109510e-01  8.589714291086138e-01  -2.770843249544516e-01
9.540954095409541e-01  8.581391333373749e-01  -2.777237031835231e-01
9.570957095709570e-01  8.573049222331526e-01  -2.783610853163815e-01
9.600960096009601e-01  8.564688017893864e-01  -2.789964683273806e-01
9.630963096309630e-01  8.556307780085602e-01  -2.796298492166661e-01
9.660966096609660e-01  8.547908569021226e-01  -2.802612250101876e-01
9.690969096909691e-01  8.539490444904108e-01  -2.808905927597099e-01
9.720972097209720e-01  8.531053468025721e-01  -2.815179495428243e-01
9.750975097509750e-01  8.522597698764863e-01  -2.821432924629589e-01
9.780978097809780e-01  8.514123197586876e-01  -2.827666186493881e-01
9.810981098109810e-01  8.505630025042865e-01  -2.833879252572420e-01
9.840984098409841e-01  8.497118241768922e-01  -2.840072094675152e-01
9.870987098709870e-01  8.488587908485339e-01  -2.846244684870746e-01
9.900990099009900e-01  8.480039085995829e-01  -2.852396995486677e-01
9.930993099309930e-01  8.471471835186741e-01  -2.858528999109290e-01
9.960996099609960e-01  8.462886217026286e-01  -2.864640668583870e-01
9.990999099909991e-01  8.454282292563741e-01  -2.870731977014703e-01
1.002100210021002e+00  8.445660122928675e-01  -2.876802897765133e-01
1.005100510051005e+00  8.437019769330166e-01  -2.882853404457609e-01
1.008100810081008e+00  8.428361293056014e-01  -2.888883470973740e-01
1.011101110111011e+00  8.419684755471954e-01  -2.894893071454333e-01
1.014101410141014e+00  8.410990218020890e-01  -2.900882180299427e-01
1.017101710171017e+00  8.402277742222088e-01  -2.906850772168336e-01
1.020102010201020e+00  8.393547389670418e-01  -2.912798821979671e-01
1.023102310231023e+00  8.384799222035552e-01  -2.918726304911369e-01
1.026102610261026e+00  8.376033301061192e-01  -2.924633196400714e-01
1.029102910291029e+00  8.367249688564291e-01  -2.930519472144352e-01
1.032103210321032e+00  8.358448446434265e-01  -2.936385108098307e-01
1.035103510351035e+00  8.349629636632221e-01  -2.942230080477991e-01
1.038103810381038e+00  8.340793321190172e-01  -2.948054365758206e-01
1.041104110411041e+00  8.331939562210260e-01  -2.953857940673156e-01
1.044104410441044e+00  8.323068421863982e-01  -2.959640782216433e-01
1.047104710471047e+00  8.314179962391409e-01  -2.965402867641025e-01
1.050105010501050e+00  8.305274246100416e-01  -2.971144174459301e-01
1.053105310531053e+00  8.296351335365904e-01  -2.976864680443003e-01
1.056105610561056e+00  8.287411292629027e-01  -2.982564363623233e-01
1.059105910591059e+00  8.278454180396422e-01  -2.988243202290434e-01
1.062106210621062e+00  8.269480061239440e-01  -2.993901174994373e-01
1.065106510651065e+00  8.260488997793376e-01  -2.999538260544119e-01
1.068106810681068e+00  8.251481052756701e-01  -3.005154438008015e-01
1.071107110711071e+00  8.242456288890295e-01  -3.010749686713655e-01
1.074107410741074e+00  8.233414769016690e-01  -3.016323986247850e-01
1.077107710771077e+00  8.224356556019301e-01  -3.021877316456599e-01
1.080108010801080e+00  8.215281712841667e-01  -3.027409657445052e-01
1.083108310831083e+00  8.206190302486697e-01  -3.032920989577474e-01
1.086108610861086e+00  8.197082388015907e-01  -3.038411293477208e-01
1.089108910891089e+00  8.187958032548673e-01  -3.043880550026634e-01
1.092109210921092e+00  8.178817299261474e-01  -3.049328740367124e-01
1.095109510951095e+00  8.169660251387144e-01  -3.054755845899000e-01
1.098109810981098e+00  8.160486952214123e-01  -3.060161848281487e-01
1.101110111011101e+00  8.151297465085716e-01  -3.065546729432666e-01
1.104110411041104e+00  8.142091853399347e-01  -3.070910471529426e-01
1.107110711071107e+00  8.132870180605818e-01  -3.076253057007412e-01
1.110111011101110e+00  8.123632510208575e-01  -3.081574468560973e-01
1.113111311131113e+00  8.114378905762971e-01  -3.086874689143110e-01
1.116111611161116e+00  8.105109430875538e-01  -3.092153701965425e-01
1.119111911191119e+00  8.095824149203250e-01  -3.097411490498062e-01
1.122112211221122e+00  8.086523124452806e-01  -3.102648038469651e-01
1.125112511251125e+00  8.077206420379901e-01  -3.107863329867256e-01
1.128112811281128e+00  8.067874100788509e-01  -3.113057348936316e-01
1.131113111311131e+00  8.058526229528761e-01  -3.118230080178744e-01
1.134113411341134e+00  8.049162870477327e-01  -3.123381508327819e-01
1.137113711371137e+00  8.039784087568084e-01  -3.128511618388753e-01
1.140114011401140e+00  8.030389944785744e-01  -3.133620395631875e-01
1.143114311431143e+00  8.020980506158478e-01  -3.138707825583917e-01
1.146114611461146e+00  8.011555835757185e-01  -3.143773894027895e-01
1.149114911491149e+00  8.002115997694746e-01  -3.148818587002981e-01
1.152115211521152e+00  7.992661056125294e-01  -3.153841890804364e-01
1.155115511551155e+00  7.983191075243470e-01  -3.158843791983114e-01
1.158115811581158e+00  7.973706119283683e-01  -3.163824277346030e-01
1.161116111611161e+00  7.964206252519371e-01  -3.168783333955494e-01
1.164116411641164e+00  7.954691539262251e-01  -3.173720949129304e-01
1.167116711671167e+00  7.945162043861582e-01  -3.178637110440516e-01
1.170117011701170e+00  7.935617830703421e-01  -3.183531805717265e-01
1.173117311731173e+00  7.926058964209871e-01  -3.188405023042596e-01
1.176117611761176e+00  7.916485508838341e-01  -3.193256750754276e-01
1.179117911791179e+00  7.906897529080797e-01  -3.198086977444606e-01
1.182118211821182e+00  7.897295089463012e-01  -3.202895691960231e-01
1.185118511851185e+00  7.887678254543821e-01  -3.207682883401936e-01
1.188118811881188e+00  7.878047088914371e-01  -3.212448541124436e-01
1.191119111911191e+00  7.868401657197369e-01  -3.217192654736178e-01
1.194119411941194e+00  7.858742024046339e-01  -3.221915214099113e-01
1.197119711971197e+00  7.849068254144862e-01  -3.226616209328476e-01
1.200120012001200e+00  7.839380412205832e-01  -3.231295630792564e-01
1.203120312031203e+00  7.829678562970704e-01  -3.235953469112496e-01
1.206120612061206e+00  7.819962771208741e-01  -3.240589715161981e-01
1.209120912091209e+00  7.810233101716260e-01  -3.245204360067070e-01
1.212121212121212e+00  7.800489619315887e-01  -3.249797395205912e-01
