# SRGSPH Solution at t=0.350000, step=596
# Columns: x, v, n, N, P, u, gamma, S, e, h, cs
-3.255161631707085834e-01 -9.425224315205565917e-01 8.512169391354637016e-01 2.952677549957791747e+00 2.348591784544919181e-03 4.138648462982175147e-03 3.468772077017958644e+00 -3.291946956804230773e+00 3.491903379867884016e+00 8.401733601191098411e-03 6.757955537836801696e-02
-3.218151095924668970e-01 -9.519847729023915850e-01 6.710348621105463041e-01 2.555194892695785036e+00 1.000000000000000036e-10 -2.119223830186992008e-01 3.807842240355676200e+00 -2.344640667288408586e+00 2.500000032106878489e+00 6.379030556761011370e-03 1.959603294030482146e-05
-3.239849035584135839e-01 -9.899999999999999911e-01 3.341245725448108717e-01 2.368546296084605096e+00 1.000000000000000036e-10 -3.638884307878156310e-01 7.088812050083354244e+00 -1.041454694868723685e+01 2.823806081786894406e+00 7.094380473329219526e-03 3.560304622460178754e-05
-3.135060439275184074e-01 -9.899999999999999911e-01 1.641995457729896746e-01 1.163979718693782583e+00 1.000000000000000036e-10 -1.312993449064262796e-01 7.088812050083354244e+00 -1.490364787583821204e+01 5.549899454134799903e+00 1.116997885976480330e-02 3.604676074967066968e-05
1.810708355298472350e-01 9.899999999999999911e-01 8.868428641413469982e-02 6.286662381855615545e-01 1.000000000000000036e-10 -5.710834092406182894e-01 7.088812050083354244e+00 -9.862800461214987768e-01 3.953479475475552007e-01 2.029392782491091021e-02 1.974709055369288258e-04
-1.302467087228374454e-01 -5.126239744809694132e-01 3.256448947264729554e-01 3.792684381179836639e-01 1.000000000000000036e-10 -1.005058463541167457e-01 1.164668767298047358e+00 -4.970275952772799655e-01 1.027105832546742370e+00 2.135839868937519648e-02 2.479491697126423640e-05
-2.809540056374307815e-01 -9.899999999999999911e-01 5.840892880355401384e-02 4.140499183350944135e-01 1.000000000000000036e-10 -2.393711079787741447e-01 7.088812050083354244e+00 -9.048821858627288606e+00 4.283229025756568831e+00 1.814048430704344808e-02 6.890172905535686654e-05
-2.247376912860160614e-01 -8.547952176592770179e-01 5.267087337054333629e-01 1.114464793327214043e+00 1.000000000000000036e-10 -3.684446209122491794e-02 2.115903386463473090e+00 -1.697598669590289377e+00 1.997579924102109494e+00 1.315645622622904805e-02 1.836117883271342444e-05
-2.593391944507595914e-01 -9.899999999999999911e-01 8.791181862457944640e-02 6.231903592106610157e-01 1.298240779021283924e-02 2.215130114470705569e-01 7.088812050083354244e+00 -1.736918671481607390e+01 9.685086720953467676e+00 1.677569584162267105e-02 4.239813642484444034e-01
-2.480765522212199647e-01 -9.899999999999999911e-01 9.251289949373309174e-02 6.558065567193254175e-01 1.000000000000000036e-10 -7.596510329239448966e-02 7.088812050083354244e+00 -1.201498475854190318e+01 6.198452281780525652e+00 1.502595049490310086e-02 4.541703196678866812e-05
-2.147469577713965461e-01 -9.899999999999999911e-01 1.238218718106272459e-01 8.777499769550508590e-01 1.000000000000000036e-10 -4.392319078510573127e-01 7.088812050083354244e+00 -1.913751397261828524e+00 1.940732171876558443e+00 1.522858505139678548e-02 7.087635725306181333e-05
-2.236640188967629339e-01 -9.899999999999999911e-01 1.596183086665495521e-01 1.131504189889360745e+00 1.000000000000000036e-10 -3.864510390908664217e-01 7.088812050083354244e+00 -1.529062870398248641e+01 2.559357830809223966e+00 1.329255336310570731e-02 5.416389860075444454e-05
-1.577270103566993098e-01 -7.380977510170387834e-01 7.016073504006964390e-01 7.016073504006964390e-01 2.675877910317305375e+00 5.720887706184403676e+00 1.000000000000000000e+00 -7.775721667276595639e+00 6.720887706184403676e+00 1.798184488325246799e-02 7.767782283515123343e-01
-3.239669910336395731e-02 -9.899999999999999911e-01 2.512226065554287735e-02 1.780869840603472865e-01 1.000000000000000036e-10 -4.128412736323722881e-02 7.088812050083354244e+00 -4.092906943423629684e+01 6.604935579432961390e+00 4.518937071307193437e-02 8.440635315121433114e-05
-1.746738541525846011e-01 -9.899999999999999911e-01 1.023261794506101080e-01 7.253710539284766723e-01 1.000000000000000036e-10 -4.456460272060771000e-01 7.088812050083354244e+00 -1.696317703149874845e+01 1.865554576174219381e+00 1.761857576820585053e-02 7.956969886250055428e-05
-1.678534613502991324e-01 -9.899999999999999911e-01 1.178246035528858621e-01 8.352364694619912600e-01 1.000000000000000036e-10 -4.048967075621880407e-01 7.088812050083354244e+00 -1.533947904468929835e+01 2.343162757090934800e+00 1.744154629495934042e-02 6.595530108951107198e-05
2.302127097216389584e-01 9.899999999999999911e-01 6.007000808485116888e-02 4.258249971604974871e-01 1.000000000000000036e-10 -4.965754452651598427e-01 7.088812050083354244e+00 1.265425694165585702e+00 1.268629107800337774e+00 2.477237418762343393e-02 1.268701124738023087e-04
2.427085058054453126e-01 9.594214018855128367e-01 1.074773107850961890e-01 4.463443577679522267e-01 1.000000000000000036e-10 -6.538949145674988195e-03 4.152917062285172989e+00 3.940974555323882633e+00 4.108707235584006412e+00 2.527863707375770097e-02 3.959546920546867072e-05
2.749763241548788817e-01 8.128363372712351653e-01 2.114258333777618848e-01 3.882305332368521378e-01 6.527781138277509443e-02 4.631256053710874343e-01 1.836249274908554607e+00 2.644649213766870233e+00 3.085464157564764331e+00 2.838291202548784420e-02 5.389040877322511802e-01
1.556972657966503026e-01 5.202399437199358712e-01 5.647178166010285993e-01 5.855336050561221750e-01 1.000000000000000036e-10 -8.482348214794344435e-03 1.036860513061871103e+00 5.317903941152363201e-01 1.027656026351370766e+00 2.380994843618083889e-02 1.730216305752094755e-05
1.850211563877428855e-01 7.504386709553785284e-01 3.769778199326830892e-01 5.864136629117158162e-01 6.466887888076503499e-01 2.573183704507321146e+00 1.555565425616901587e+00 6.173727443908208379e+00 7.124038747440938124e+00 2.082417832453313522e-02 7.352620639584002138e-01
2.955210645243010470e-01 9.899999999999999911e-01 4.594620065181816843e-02 3.257039808361563149e-01 1.000000000000000036e-10 -5.709114331752002114e-01 7.088812050083354244e+00 -2.490530302757293590e+00 3.973636174159944079e-01 3.305872333379239469e-02 2.735357125274427443e-04
5.367619874760800602e-01 9.899999999999999911e-01 5.964621786459343988e-02 4.228208279404270242e-01 1.000000000000000036e-10 -5.770015180232268559e-01 7.088812050083354244e+00 -1.831611481822378318e+00 3.259839141150909780e-01 2.809492990959625708e-02 2.699970127548912292e-04
-1.012239798788784478e-01 -9.899999999999999911e-01 6.492089830172641240e-02 4.602120461835141341e-01 1.000000000000000036e-10 -3.764284818521097531e-01 7.088812050083354244e+00 -1.573481233913001454e+01 2.676828634561750242e+00 2.624123270870666602e-02 8.300409175896719845e-05
-9.003455856296288529e-02 -9.899999999999999911e-01 5.562248783495458981e-02 3.942973620200408980e-01 1.000000000000000036e-10 -1.736423856678168953e-01 7.088812050083354244e+00 -2.210957731190055142e+01 5.053611838801253420e+00 2.915901672919340645e-02 6.493633648984445460e-05
5.809725175497897354e-01 9.899999999999999911e-01 8.082111307305143988e-02 5.729256802533964077e-01 1.000000000000000036e-10 -5.120663959631643891e-01 7.088812050083354244e+00 1.178665272072181303e+00 1.087065222852039881e+00 1.650133033691564971e-02 1.186206090683718272e-04
5.920029432837784489e-01 9.899999999999999911e-01 9.724911589108913013e-02 6.893807045887052620e-01 1.000000000000000036e-10 -4.293541558725146867e-01 7.088812050083354244e+00 2.004155349205620329e+00 2.056505765037044853e+00 1.316048776542975279e-02 7.762637592384366786e-05
5.368829689224595691e-01 7.944793462735519896e-01 4.236576522006780809e-01 4.236576522006780809e-01 7.524251615584696129e-01 2.664032471678550618e+00 1.000000000000000000e+00 4.322010640524701408e+00 3.664032471678550618e+00 2.804589001609194068e-02 7.376441325037106367e-01
6.120754713221693288e-01 9.899999999999999911e-01 1.519321670260752877e-01 1.077018576409719319e+00 1.000000000000000036e-10 -5.831812542742723648e-01 7.088812050083354244e+00 -1.164782666838663383e+00 2.535534388286259655e-01 7.109569363340910789e-03 1.978237050351677186e-04
6.234603724311044148e-01 9.899999999999999911e-01 9.268890525475150799e-01 6.570542284789167908e+00 1.000000000000000036e-10 -6.001756702262105447e-01 7.088812050083354244e+00 -1.691681088579934933e+00 5.436797611466349239e-02 1.652164548985855710e-03 0.000000000000000000e+00
