# 7.00015
-1.81368 -1.01595 -0.714205 0.163607 0.116039 0.0471236 0.136016 0.0898009 0.044523 6.97934e-05 0.000323094 3.08545e-06 0.0143245 1.18172 0 23 0.696603 1.752 
-7.74013 -4.28278 -1.35657 -1.19178 -0.672063 -0.229779 0.00950183 0.0067749 0.00113474 6.97934e-05 1.87288e-05 2.2032e-08 0.00176456 3.05343 1 15 0.913543 2.28036 
-5.22544 -2.78587 0.089195 -0.696162 -0.38927 -0.0149498 0.0218499 0.0116369 0.000581467 6.97934e-05 3.22583e-05 7.17899e-08 0.00333821 2.54729 2 31 0.747885 1.45233 
-4.84087 -2.14534 1.12509 -0.579645 -0.275701 0.138068 0.0290684 0.0129568 -0.00671333 6.97934e-05 3.39591e-05 7.81678e-08 0.00345274 2.50403 3 37 0.849841 1.22487 
-4.69831 -2.77726 -2.98342 -0.658595 -0.377192 -0.438497 0.017234 0.0111021 0.0113565 6.97934e-05 2.74481e-05 6.07603e-08 0.00332047 2.68816 4 30 0.644092 1.55838 
-4.77324 -2.35342 -0.797963 -0.594226 -0.307172 -0.0877751 0.0277899 0.0134798 0.00359707 6.97934e-05 4.8691e-05 5.98704e-08 0.0018444 2.22063 5 24 0.687369 1.50197 
-12.1252 -5.18323 -2.08585 -1.96083 -0.852661 -0.342805 0.00489001 0.00206715 0.000879987 6.97934e-05 2.10677e-06 5.96259e-10 0.00042453 6.32537 6 35 1.08717 1.40232 
-9.57597 -5.29674 -0.38572 -1.52404 -0.855117 -0.0745951 0.00689871 0.00380854 0.000204188 6.97934e-05 5.96691e-06 3.05065e-09 0.000766893 4.4707 7 26 1.01096 1.46325 
-7.19902 -2.6017 3.43906 -1.10281 -0.409921 0.548329 0.0113051 0.00411273 -0.00625855 6.97934e-05 1.58795e-05 1.03862e-08 0.000981101 3.22612 8 25 0.876418 1.85404 
-9.12875 -7.68921 10.8138 -1.5211 -1.30423 1.84671 0.00208965 0.00181763 -0.00249659 6.97934e-05 6.44929e-07 1.65457e-10 0.000384825 9.38544 9 56 1.10828 1.29329 
-4.89961 -3.41219 -4.27624 -0.726053 -0.542942 -0.663603 0.00960418 0.00713189 0.0111354 6.97934e-05 2.52851e-05 6.15166e-08 0.00364938 2.76272 10 17 0.901964 1.61166 
-4.5155 -0.809043 -2.76884 -0.541343 -0.082236 -0.377228 0.0262385 0.00535182 0.0163108 6.97934e-05 3.98584e-05 4.74308e-08 0.00178497 2.37384 11 30 0.689374 1.33666 
-8.6259 -3.42091 -3.35047 -1.35686 -0.558315 -0.529126 0.00846319 0.00368187 0.00393658 6.97934e-05 9.09397e-06 5.66093e-09 0.000933738 3.88485 12 24 0.704408 1.80194 
-8.67796 -5.54234 -3.14084 -1.36234 -0.901104 -0.511359 0.00662956 0.00405377 0.00285747 6.97934e-05 6.74141e-06 5.69636e-09 0.00126747 4.29248 13 20 0.817527 1.66464 
-8.38074 -1.70664 1.33919 -1.29138 -0.24259 0.205606 0.0121718 0.00214614 -0.00170198 6.97934e-05 1.48522e-05 1.24431e-08 0.00125669 3.29884 14 28 0.603187 1.35496 
-0.919442 -0.948152 0.102396 0.0585094 -0.233606 0.0868597 0.0552094 0.086852 -0.0871089 6.97934e-05 0.00198713 0.00012498 0.0943427 0.644986 15 38 1.03139 1.42879 
-1.9158 -0.0614299 0.666356 0.298379 -0.0504738 -0.0965966 0.195893 -0.0117917 -0.0861234 6.97934e-05 0.000538801 2.92567e-06 0.00814497 0.996512 16 17 0.623949 2.04656 
-3.13994 -0.388355 2.00308 -0.253345 0.0245834 0.149028 0.0490781 0.00707943 -0.0320904 6.97934e-05 0.000101235 3.92287e-07 0.00581251 1.73986 17 18 0.823369 1.84686 
-7.75442 0.749773 -7.01639 -1.22961 0.143299 -1.1391 0.00615067 -0.000472016 0.00627 6.97934e-05 9.32485e-06 6.18791e-09 0.00099539 3.85252 18 18 1.0745 1.68085 
-11.7841 -0.0628072 -4.20721 -1.89293 -0.00699238 -0.673258 0.00583571 7.25736e-05 0.00206882 6.97934e-05 2.88086e-06 9.60102e-10 0.000499905 5.69882 19 34 1.04298 1.33717 
-8.83986 -1.32307 -5.71488 -1.41932 -0.188508 -0.913853 0.00630514 0.00118299 0.00522197 6.97934e-05 8.73663e-06 7.9315e-09 0.00136177 3.93711 20 21 0.782679 2.34663 
-11.6888 -3.18259 -3.97028 -1.86284 -0.508412 -0.654408 0.00540999 0.00149659 0.00176564 6.97934e-05 2.55715e-06 1.22243e-09 0.000717066 5.9298 21 31 1.03266 1.29581 
-11.801 -3.52142 3.43029 -1.87997 -0.572722 0.558833 0.00529567 0.00160289 -0.00147631 6.97934e-05 2.82356e-06 1.13754e-09 0.000604311 5.73711 22 30 1.02999 1.64629 
-8.69814 -3.90503 3.71116 -1.37174 -0.628955 0.619322 0.00768174 0.00344323 -0.00304577 6.97934e-05 7.42011e-06 3.91842e-09 0.000792121 4.1574 23 28 0.68219 1.48382 
-8.82738 -0.41464 4.98307 -1.38811 -0.0699612 0.796781 0.00776505 0.000149719 -0.00482375 6.97934e-05 9.05427e-06 5.15986e-09 0.000854822 3.89052 24 23 0.972666 1.69908 
-6.81059 0.171045 4.90757 -1.02861 0.0288563 0.770486 0.00971302 -0.000222491 -0.00785076 6.97934e-05 1.28882e-05 1.26017e-08 0.00146665 3.45855 25 28 1.00989 1.5978 
-6.71046 -0.0897377 -5.0971 -1.01022 -0.0127875 -0.805317 0.00916556 0.000181777 0.00806879 6.97934e-05 1.40397e-05 1.45318e-08 0.00155258 3.36129 26 27 1.0087 1.85949 
-8.80069 0.411057 -4.95611 -1.38268 0.0691558 -0.791634 0.00780435 -0.000122502 0.00482903 6.97934e-05 8.96503e-06 5.07594e-09 0.00084929 3.90338 27 27 0.97308 1.70516 
-8.80177 3.86836 -3.75521 -1.39317 0.622193 -0.628241 0.0075504 -0.00334218 0.00300023 6.97934e-05 7.37504e-06 3.87845e-09 0.000788834 4.16585 28 26 0.681334 1.50024 
-11.8012 3.52144 -3.4298 -1.88009 0.572707 -0.558718 0.00528717 -0.00160251 0.00147989 6.97934e-05 2.85225e-06 1.15687e-09 0.000608397 5.7178 29 30 1.02992 1.65027 
-11.6872 3.18357 3.97018 -1.86247 0.50863 0.654332 0.00541835 -0.00149287 -0.0017709 6.97934e-05 2.549e-06 1.21594e-09 0.000715542 5.93611 30 33 1.03272 1.28211 
-9.03727 1.27949 5.71671 -1.45655 0.179832 0.918346 0.006374 -0.000948461 -0.00474544 6.97934e-05 7.36714e-06 5.99206e-09 0.00122003 4.16734 31 22 0.782172 2.04361 
-11.7823 0.0620432 4.20311 -1.89264 0.00683159 0.672476 0.00583208 -7.20636e-05 -0.00207393 6.97934e-05 2.91706e-06 9.80265e-10 0.000504068 5.67514 32 34 1.04292 1.33697 
-7.89154 -0.779562 6.9773 -1.25553 -0.149374 1.12938 0.00618967 0.00032849 -0.00612031 6.97934e-05 9.67345e-06 6.57229e-09 0.00101912 3.80567 33 17 1.07326 1.91047 
-3.04271 0.729069 -2.2583 -0.249079 0.0744502 -0.221455 0.0433845 -0.00550429 0.0309166 6.97934e-05 8.24056e-05 2.78237e-07 0.00506466 1.8634 34 23 0.818902 2.21896 
-2.65171 0.101888 -0.905676 0.0164024 -0.00317356 -0.0326577 0.1063 -0.00167673 0.035463 6.97934e-05 0.000135799 2.8148e-07 0.00310915 1.57759 35 30 0.658465 1.45201 
-0.88063 0.3899 0.207736 -0.0816097 -0.112694 0.0403431 0.201329 0.275761 -0.602287 6.97934e-05 0.00694164 0.000958819 0.207189 0.425081 36 43 1.2568 1.31662 
-8.37649 1.70391 -1.31801 -1.28973 0.242122 -0.201832 0.01222 -0.00213432 0.00166374 6.97934e-05 1.48556e-05 1.24413e-08 0.00125622 3.29859 37 28 0.603309 1.36431 
-8.67805 5.52301 3.14975 -1.36229 0.897061 0.512823 0.00664583 -0.00405473 -0.00289069 6.97934e-05 6.74871e-06 5.7062e-09 0.00126829 4.29093 38 20 0.817856 1.66349 
-8.51839 3.37975 3.31158 -1.33668 0.55207 0.518951 0.00868962 -0.00374884 -0.00418789 6.97934e-05 1.01576e-05 6.80419e-09 0.0010048 3.74423 39 23 0.701568 1.93212 
-3.97657 0.246192 2.07877 -0.404298 0.00586707 0.218242 0.0378932 -0.00070996 -0.0210483 6.97934e-05 6.87313e-05 1.16359e-07 0.00253944 1.97958 40 28 0.681554 1.38668 
-4.82202 3.57019 4.04702 -0.716383 0.568864 0.606101 0.0103614 -0.00786949 -0.0107064 6.97934e-05 2.60276e-05 6.45998e-08 0.00372295 2.73619 41 18 0.891751 1.72817 
-9.13105 7.67827 -10.8311 -1.52165 1.30254 -1.84978 0.00208557 -0.00180882 0.00249685 6.97934e-05 6.4435e-07 1.65242e-10 0.000384671 9.38825 42 57 1.10792 1.29893 
-7.17019 2.55194 -3.47943 -1.09829 0.403683 -0.553859 0.0112562 -0.00407385 0.00656256 6.97934e-05 1.71831e-05 1.1845e-08 0.00103402 3.14238 43 24 0.875273 1.89968 
-9.54868 5.3011 0.369592 -1.51886 0.855856 0.0715074 0.00690987 -0.00382067 -0.000190543 6.97934e-05 6.03701e-06 3.11017e-09 0.000772775 4.45333 44 25 1.01117 1.47581 
-12.127 5.18069 2.08422 -1.96109 0.852205 0.342516 0.00489628 -0.00206656 -0.000879445 6.97934e-05 2.09068e-06 5.88614e-10 0.000422314 6.34156 45 36 1.08724 1.39715 
-4.75369 2.41629 0.80687 -0.587784 0.315527 0.0941247 0.0276059 -0.0142926 -0.00368748 6.97934e-05 4.31743e-05 4.90098e-08 0.00170274 2.31145 46 27 0.690554 1.41109 
-5.05869 2.99066 2.68691 -0.719733 0.428147 0.375405 0.0189874 -0.00963504 -0.00934891 6.97934e-05 2.96987e-05 6.9342e-08 0.00350228 2.61846 47 23 0.652715 1.96092 
-4.8726 2.32631 -1.33805 -0.593303 0.310546 -0.17946 0.0265578 -0.0130054 0.00780301 6.97934e-05 3.04362e-05 6.5156e-08 0.00321111 2.59714 48 37 0.855438 1.2675 
-5.27359 2.71865 -0.16694 -0.704413 0.374004 0.000311177 0.0223002 -0.0113971 0.000293569 6.97934e-05 3.01218e-05 6.40865e-08 0.00319137 2.60614 49 31 0.747313 1.37418 
-7.73388 4.28751 1.36118 -1.19018 0.672801 0.230679 0.00960093 -0.00668052 -0.00111652 6.97934e-05 1.83507e-05 2.12968e-08 0.00174082 3.07426 50 16 0.914122 2.22403 
-1.67008 1.08964 0.78521 0.207685 -0.118039 -0.09168 0.155482 -0.0948308 -0.0830735 6.97934e-05 0.00027515 2.41647e-06 0.0131736 1.24672 51 36 0.657639 1.78881 
-8.75321 -8.32394 -1.0374 -1.42016 -1.402 -0.175449 0.00488154 0.00454883 0.000108099 6.97934e-05 3.12394e-06 2.14588e-09 0.00103037 5.54699 52 31 1.06233 1.58221 
-6.66566 -4.27983 3.03176 -1.02818 -0.645288 0.493952 0.00845759 0.00727536 -0.00456838 6.97934e-05 1.44035e-05 2.68051e-08 0.00279153 3.33275 53 24 1.00483 1.9144 
-0.707252 -0.867378 -0.219417 0.0101233 -0.0719059 -0.161369 0.131788 -0.352201 0.568448 6.97934e-05 0.00482913 0.000468174 0.145421 0.479736 54 30 1.26404 1.49101 
-4.47201 -1.42155 -1.57439 -0.51804 -0.172143 -0.204177 0.0315512 0.0105851 0.0116235 6.97934e-05 6.33978e-05 1.22891e-07 0.00290763 2.03361 55 26 0.745702 1.49359 
-3.67969 -2.22501 -1.39613 -0.386289 -0.215348 -0.163413 0.0329958 0.02251 0.0119326 6.97934e-05 6.57396e-05 1.25196e-07 0.00285662 2.00917 56 19 0.718628 1.79499 
-3.51412 -2.28132 -0.172327 -0.305478 -0.230962 -0.00597956 0.0417942 0.0305919 0.0021325 6.97934e-05 7.91234e-05 1.40899e-07 0.00267112 1.88882 57 23 0.586635 1.6714 
-1.24879 -1.25038 -0.33033 0.324949 0.248335 -0.0127553 0.165353 0.157697 0.0550238 6.97934e-05 0.000392857 2.45352e-06 0.00936807 1.10717 58 64 0.833659 1.24445 
-5.71635 -4.35388 0.422973 -0.813672 -0.658945 0.0666054 0.0134454 0.0108064 -0.000260178 6.97934e-05 1.91114e-05 1.23095e-08 0.000966137 3.03292 59 26 0.918788 1.54757 
-0.814196 -0.703655 0.0397981 -0.0545118 -0.128361 -0.0785838 -0.0512726 0.181262 -0.37383 6.97934e-05 0.00548012 0.000740032 0.202559 0.459934 60 34 0.825416 1.35135 
-4.65309 -2.91922 3.0694 -0.611299 -0.437024 0.441888 0.0173856 0.0123795 -0.0117147 6.97934e-05 3.24561e-05 4.77804e-08 0.00220823 2.5421 61 24 1.00303 1.55424 
-8.94094 -6.28556 -4.68478 -1.44802 -1.04167 -0.768906 0.00499135 0.0030001 0.00242665 6.97934e-05 5.72788e-06 2.61943e-09 0.000685968 4.53204 62 18 1.14724 2.40476 
-0.393607 -0.133308 -0.32345 0.0106833 -0.0918272 -0.118185 0.951367 -0.0330498 -0.243268 6.97934e-05 0.146985 0.037359 0.381255 0.153651 63 30 0.597698 1.28887 
-0.960842 -0.485175 -0.0713585 0.100416 -0.0929189 0.0269981 -0.287955 -0.483546 -0.0827188 6.97934e-05 0.00657674 0.000859569 0.196048 0.432801 64 28 1.39121 1.58086 
